MLUA_CARDMANAGER_169	Damage +20, Arrows +1, Critical +5%	傷害 +20，箭矢數量 +1，爆擊 +5%	ダメージ +20、矢の数 +1、クリティカル +5%
MLUA_CARDMANAGER_170	Unlocked! (Damage 250, 3 impacts, AoE, Critical +10%)	解鎖！(傷害 250，落點 3個，範圍，爆擊 +10%)	解放！(ダメージ 250、着弾 3個、範囲、クリティカル +10%)
MLUA_CARDMANAGER_171	Damage +50, Critical +5%	傷害 +50，爆擊 +5%	ダメージ +50、クリティカル +5%
MLUA_CARDMANAGER_172	Damage +50, Impacts +1, Critical +5%	傷害 +50，落點 +1，爆擊 +5%	ダメージ +50、着弾地点 +1、クリティカル +5%
MLUA_CARDMANAGER_173	Unlocked! (Damage 180, 2 targets, Knockback, Collision Damage 80%, explodes on stop 50%)	解鎖！(傷害 180，目標 2名，擊退，碰撞傷害 80%，停止時爆炸 50%)	解放！(ダメージ 180、ターゲット 2体、ノックバック、衝突ダメージ 80%、停止時に爆発 50%)
MLUA_CARDMANAGER_174	Damage +20, Collision Damage increased, Explosion Damage increased	傷害 +20，碰撞傷害增加，爆炸傷害增加	ダメージ +20、衝突ダメージ増加、爆発ダメージ増加
MLUA_CARDMANAGER_175	Damage +20, Collision Damage increased, Explosion Damage greatly increased	傷害 +20，碰撞傷害增加，爆炸傷害大幅增加	ダメージ +20、衝突ダメージ増加、爆発ダメージ大幅増加
MLUA_CARDMANAGER_176	Unlocked! (Combo Stack chance 10%, permanent)	解鎖！(連擊層數機率 10%，永久)	解放！(コンボスタック確率 10%、永続)
MLUA_CARDMANAGER_177	Stack chance +5%	疊層機率 +5%	スタック確率 +5%
MLUA_CARDMANAGER_178	Stack chance +10%	疊層機率 +10%	スタック確率 +10%
MLUA_CARDMANAGER_179	Unlocked! (Damage 130, 1 target, Combo Stack +1)	解鎖！(傷害 130，目標 1名，連擊層數 +1)	解放！(ダメージ 130、ターゲット 1体、コンボスタック +1)
MLUA_CARDMANAGER_180	Damage +20, Targets +1	傷害 +20，攻擊目標 +1	ダメージ +20、攻撃対象 +1
MLUA_CARDMANAGER_181	Damage +30	傷害 +30	ダメージ +30
MLUA_CARDMANAGER_182	Damage +40, Targets +1	傷害 +40，攻擊目標 +1	ダメージ +40、攻撃対象 +1
MLUA_CARDMANAGER_183	Unlocked! (Damage 120, 1 target, Combo Stack +1)	解鎖！(傷害 120，目標 1名，連擊層數 +1)	解放！(ダメージ 120、ターゲット 1体、コンボスタック +1)
MLUA_CARDMANAGER_184	Damage +20, Cooldown reduced	傷害 +20，冷卻時間減少	ダメージ +20、クールタイム減少
MLUA_CARDMANAGER_185	Unlocked! (Damage 120, 1 target, AoE, Combo Stack +1)	解鎖！(傷害 120，目標 1名，範圍，連擊層數 +1)	解放！(ダメージ 120、ターゲット 1体、範囲、コンボスタック +1)
MLUA_CARDMANAGER_186	Unlocked! (Damage 100, 1 target, normally 2 hits, 10% chance of 4 hits)	解鎖！(傷害 100，目標 1名，一般2連擊，10%機率4連擊)	解放！(ダメージ 100、ターゲット 1体、通常2連撃、10%の確率で4連撃)
MLUA_CARDMANAGER_187	Unlocked! (Damage 120, 1 target, Bind (leap) 1s, Combo Stack +1)	解鎖！(傷害 120，目標 1名，束縛(跳躍) 1秒，連擊層數 +1)	解放！(ダメージ 120、ターゲット 1体、バインド(跳躍) 1秒、コンボスタック +1)
MLUA_CARDMANAGER_188	Unlocked! (Damage 120, lasts 4s, 2 hits every 2s)	解鎖！(傷害 120，持續 4秒，每2秒2連擊)	解放！(ダメージ 120、持続 4秒、2秒ごとに2連撃)
MLUA_CARDMANAGER_189	Damage +20, Duration +1s	傷害 +20，持續 +1秒	ダメージ +20、持続 +1秒
