MLUA_ACHIEVEMENTLOGIC_064	Survive 15 min in the Cloud Garden	在雲之庭園存活15分鐘	雲の庭園で15分間生存
MLUA_ACHIEVEMENTLOGIC_065	Guardian of El Nath	冰原雪域守護者	エルナスの守護者
MLUA_ACHIEVEMENTLOGIC_066	Survive 15 min in El Nath	在冰原雪域存活15分鐘	エルナスで15分間生存
MLUA_ACHIEVEMENTLOGIC_067	Restrained Strength	克制的強大	抑えた強さ
MLUA_ACHIEVEMENTLOGIC_068	Survive 15 min with 5 or fewer skills	以5個以下的技能存活15分鐘	スキル5個以下で15分間生存
MLUA_ACHIEVEMENTLOGIC_069	Minimalist	極簡主義者	ミニマリスト
MLUA_ACHIEVEMENTLOGIC_070	Survive 10 min with 3 or fewer skills	以3個以下的技能存活10分鐘	スキル3個以下で10分間生存
MLUA_ACHIEVEMENTLOGIC_071	Indomitable Will	不屈的意志	不屈の意志
MLUA_ACHIEVEMENTLOGIC_072	Survive 15 min without continuing	不使用接關存活15分鐘	コンティニューなしで15分間生存
MLUA_ACHIEVEMENTLOGIC_073	Thrifty Adventurer	節儉的冒險家	倹約家の冒険者
MLUA_ACHIEVEMENTLOGIC_074	Earn a total of 10,000 Gold during games	遊戲中累計獲得10,000金幣	ゲーム中にゴールドを累計10,000獲得
MLUA_ACHIEVEMENTLOGIC_075	Meso Tycoon	楓幣富翁	メル長者
MLUA_ACHIEVEMENTLOGIC_076	Earn a total of 100,000 Gold during games	遊戲中累計獲得100,000金幣	ゲーム中にゴールドを累計100,000獲得
MLUA_ACHIEVEMENTLOGIC_077	Skill Master	技能大師	スキルマスター
MLUA_ACHIEVEMENTLOGIC_078	Upgrade a skill to Lv5	將1個技能強化至Lv5	スキル1個をLv5に強化
MLUA_ACHIEVEMENTLOGIC_079	Skill Expert	技能專家	スキルエキスパート
MLUA_ACHIEVEMENTLOGIC_080	Reach skill Lv5 10 times	技能達到Lv5共10次	スキルLv5到達 10回
MLUA_ACHIEVEMENTLOGIC_081	Master of Skills	技能達人	スキルの達人
MLUA_ACHIEVEMENTLOGIC_082	Reach skill Lv5 50 times	技能達到Lv5共50次	スキルLv5到達 50回
MLUA_ACHIEVEMENTLOGIC_083	First Fusion	首次組合	初めての組み合わせ
MLUA_ACHIEVEMENTLOGIC_084	Discover 1 Fusion Skill	發現1種組合技能	組み合わせスキルを1種発見
MLUA_ACHIEVEMENTLOGIC_085	Fusion Researcher	組合研究家	組み合わせ研究家
MLUA_ACHIEVEMENTLOGIC_086	Discover 10 Fusion Skills	發現10種組合技能	組み合わせスキルを10種発見
MLUA_ACHIEVEMENTLOGIC_087	Fusion Grandmaster	組合大師	組み合わせの大家
MLUA_ACHIEVEMENTLOGIC_088	Discover 20 Fusion Skills	發現20種組合技能	組み合わせスキルを20種発見
MLUA_ACHIEVEMENTLOGIC_089	Apprentice Blacksmith	見習鐵匠	見習い鍛冶屋
MLUA_ACHIEVEMENTLOGIC_090	Succeed at equipment enhancement 10 times	裝備強化成功10次	装備強化に10回成功
MLUA_ACHIEVEMENTLOGIC_091	Master Craftsman	名匠	名匠
MLUA_ACHIEVEMENTLOGIC_092	Succeed at equipment enhancement 100 times	裝備強化成功100次	装備強化に100回成功
MLUA_ACHIEVEMENTLOGIC_093	Master of Synthesis	合成達人	合成の達人
MLUA_ACHIEVEMENTLOGIC_094	Succeed at equipment synthesis 5 times	裝備合成成功5次	装備合成に5回成功
MLUA_ACHIEVEMENTLOGIC_095	Equipment Collector	裝備收藏家	装備コレクター
MLUA_ACHIEVEMENTLOGIC_096	Obtain 50 pieces of equipment	獲得50件裝備	装備を50個獲得
MLUA_ACHIEVEMENTLOGIC_097	Merchant	商人	商人
MLUA_ACHIEVEMENTLOGIC_098	Sell 100 pieces of equipment	販售100件裝備	装備を100個売却
MLUA_ACHIEVEMENTLOGIC_099	Achievement Hunter	成就獵人	実績ハンター
MLUA_ACHIEVEMENTLOGIC_100	Complete 30 achievements	達成30個成就	実績を30個達成
MLUA_ACHIEVEMENTUI_002	Complete!	達成！	達成！
MLUA_ACHIEVEMENTUI_003	No achievement rewards to claim	沒有可領取的成就獎勵	受け取れる実績報酬がありません
MLUA_ATTENDANCEUI_001	Done	完成	完了
MLUA_ATTENDANCEUI_002	Come back tomorrow to claim again	明天可以再次領取	明日また受け取れます
MLUA_BUFFPOTIONLOGIC_001	Vampire Potion! Restore HP with every hit	吸血藥水！每次攻擊都會恢復體力	吸血ポーション！攻撃するたびにHPを回復
MLUA_BUFFPOTIONLOGIC_002	Critical Potion! 100% Critical Rate	爆擊藥水！爆擊率100%	クリティカルポーション！クリティカル率100%
MLUA_BUFFPOTIONLOGIC_003	Power Potion! ATK +50%	力量藥水！攻擊力提升50%	パワーポーション！攻撃力50%上昇
MLUA_CARDMANAGER_001	Basic Attack	普通攻擊	通常攻撃
MLUA_CARDMANAGER_002	Magic Claw	魔力爪	マジッククロー
MLUA_CARDMANAGER_003	Cold Beam	寒冰光束	コールドビーム
MLUA_CARDMANAGER_004	Thunder Bolt	雷電術	サンダーボルト
MLUA_CARDMANAGER_005	Meteor	流星	メテオ
MLUA_CARDMANAGER_006	Magic Booster	魔法加速	マジックブースター
MLUA_CARDMANAGER_007	Magic Critical	魔法爆擊	マジッククリティカル
MLUA_CARDMANAGER_008	Energy Bolt	能量彈	エナジーボルト
MLUA_CARDMANAGER_009	Freezing Effect	冰凍效果	フリージングエフェクト
MLUA_CARDMANAGER_010	Magic Armor	魔法鎧甲	マジックアーマー
MLUA_CARDMANAGER_011	Meditation	精神集中	メディテーション
MLUA_CARDMANAGER_012	Hail Burst	冰雹爆發	ヘイルバースト
MLUA_CARDMANAGER_013	Ice Cutter	冰刃	アイスカッター
MLUA_CARDMANAGER_014	Pepe	佩佩	ペペ
MLUA_CARDMANAGER_015	Thunder Cutter	雷刃	サンダーカッター
MLUA_CARDMANAGER_016	Double Cutter	雙重刃	ダブルカッター
MLUA_CARDMANAGER_017	King Pepe	國王佩佩	キングペペ
MLUA_CARDMANAGER_018	Aqua Trap	水之陷阱	アクアトラップ
MLUA_CARDMANAGER_019	Shuriken Burst	手裏劍爆發	シュリケンバースト
MLUA_CARDMANAGER_020	Shuriken Bomber	手裏劍轟炸	シュリケンボンバー
MLUA_CARDMANAGER_021	Wind Talisman	風之符咒	ウィンドタリスマン
MLUA_CARDMANAGER_022	Storm Talisman	風暴符咒	ストームタリスマン
MLUA_CARDMANAGER_023	Shadow Split	暗影分裂	シャドウスプリット
MLUA_CARDMANAGER_024	Phantom Split	幻影分裂	ファントムスプリット
MLUA_CARDMANAGER_025	Throwing Wing Dagger	投擲飛翼匕首	スローイングウィングダガー
MLUA_CARDMANAGER_026	Throwing Boom Dagger	投擲爆裂匕首	スローイングブームダガー
