MLUA_OPTIONUI_019	Equipment, Relics, and skill upgrades stay with you in the Lobby.	裝備、遺物和技能強化會保留在大廳。	装備、遺物、スキル強化はロビーにそのまま残ります。
MLUA_OPTIONUI_020	In the Inventory you can equip, synthesize, and sell items you don't need.	在背包中可以穿戴裝備、合成，並販售不需要的東西。	インベントリで装備の装着・合成ができ、不要なものは売却できます。
MLUA_PKGPLAYERINVENTORY_001	Not enough Enhancement Scrolls!	強化卷軸不足！	強化の書が足りません！
MLUA_PKGPLAYERINVENTORY_002	Not enough Gold!	金幣不足！	ゴールドが足りません！
MLUA_PKGPLAYERINVENTORY_003	Already at max level	已達最高等級	すでに最大レベルです
MLUA_PKGPLAYERINVENTORY_004	This equipment can't be enhanced	無法強化的裝備	強化できない装備です
MLUA_PKGPLAYERINVENTORY_005	Enhancement failed	強化失敗	強化に失敗しました
MLUA_PLAYERINVENTORY_001	Strange Goo	可疑的黏液	怪しい粘液
MLUA_PLAYERINVENTORY_002	Worn Leather	破舊的皮革	古びた革
MLUA_PLAYERINVENTORY_003	Evil Eye Tail	邪眼的尾巴	イビルアイのしっぽ
MLUA_PLAYERINVENTORY_004	Curse Eye Tail	詛咒之眼的尾巴	カースアイのしっぽ
MLUA_PLAYERINVENTORY_005	Snail Shell	蝸牛殼	カタツムリの殻
MLUA_PLAYERINVENTORY_006	Mutated Snail Shell	變異的蝸牛殼	変異したカタツムリの殻
MLUA_PLAYERINVENTORY_007	Mushroom Spore	蘑菇孢子	キノコの胞子
MLUA_PLAYERINVENTORY_008	Red Snail Shell	紅蝸牛殼	赤いカタツムリの殻
MLUA_PLAYERINVENTORY_009	Pig's Tail	豬尾巴	ブタのしっぽ
MLUA_PLAYERINVENTORY_010	Jr. Boogie's Horn	小布奇的角	ジュニアブーギーの角
MLUA_PLAYERINVENTORY_011	Stump's Tear	木妖的眼淚	スタンプの涙
MLUA_PLAYERINVENTORY_012	Octopus Leg	章魚的腳	オクトパスの足
MLUA_PLAYERINVENTORY_013	Ribbon	緞帶	リボン
MLUA_PLAYERINVENTORY_014	Sly Fox's Tail	狡猾狐狸的尾巴	ずる賢いキツネのしっぽ
MLUA_PLAYERINVENTORY_015	Orange Mushroom Cap	菇菇寶貝的蘑菇蓋	オレンジマッシュルームのかさ
MLUA_PLAYERINVENTORY_016	Lorang's Claw	洛朗的鉗子	ロランのハサミ
MLUA_PLAYERINVENTORY_017	Tortie's Shell	烏龜的甲殼	トーティーの甲羅
MLUA_PLAYERINVENTORY_018	Clang's Claw	克朗的鉗子	クランのハサミ
MLUA_PLAYERINVENTORY_019	Flying Fish	飛魚	トビウオ
MLUA_PLAYERINVENTORY_020	Seashell	貝殼	貝殻
MLUA_PLAYERINVENTORY_021	Yellow Starfish Leg	黃色海星的腳	黄色いヒトデの足
MLUA_PLAYERINVENTORY_022	Horny Mushroom Cap	刺菇的蘑菇蓋	ツノキノコのかさ
MLUA_PLAYERINVENTORY_023	Zombie Mushmom Spore	殭屍菇菇王的孢子	ゾンビマッシュママの胞子
MLUA_PLAYERINVENTORY_024	Glowing Bat Wing	發光的蝙蝠翅膀	光るコウモリの翼
MLUA_PLAYERINVENTORY_025	Stone Golem Rubble	石巨人的碎石	ストーンゴーレムの石のかけら
MLUA_PLAYERINVENTORY_026	Dark Stone Golem Rubble	黑石巨人的碎石	ダークストーンゴーレムの石のかけら
MLUA_PLAYERINVENTORY_027	Mixed Golem Fragment	混合石巨人的碎片	ミックスゴーレムのかけら
MLUA_PLAYERINVENTORY_028	Ice Mixed Golem Fragment	冰混合石巨人的碎片	アイスミックスゴーレムのかけら
MLUA_PLAYERINVENTORY_029	Fairy Antenna	妖精的觸角	フェアリーの触角
MLUA_PLAYERINVENTORY_030	Royal Fairy Wing	皇家妖精的翅膀	ロイヤルフェアリーの羽
MLUA_PLAYERINVENTORY_031	Grey's Tentacle	格雷的觸手	グレイの触手
MLUA_PLAYERINVENTORY_032	Firefly Slime Bubble	螢火蟲史萊姆的水滴	ホタルスライムのしずく
MLUA_PLAYERINVENTORY_033	Fairy Slime Bubble	妖精史萊姆的水滴	フェアリースライムのしずく
MLUA_PLAYERINVENTORY_034	Water Elemental Essence	水之元素的精髓	ウォーターエレメントのエッセンス
MLUA_PLAYERINVENTORY_035	Tree Elemental Leaf	樹之元素的葉子	ツリーエレメントの葉
MLUA_PLAYERINVENTORY_036	Mystic Wisp's Mysterious Powder	神秘鬼火的神秘粉末	ミスティックウィスプの神秘の粉
MLUA_PLAYERINVENTORY_037	Lesser Spellbook	初級魔法書	下級魔法書
MLUA_PLAYERINVENTORY_038	Lupin's Banana	猴子的香蕉	ルパンのバナナ
MLUA_PLAYERINVENTORY_039	Jaguar Claw	美洲豹的爪子	ジャガーの爪
MLUA_PLAYERINVENTORY_040	Banana Gull Feather	香蕉海鷗的羽毛	バナナカモメの羽
MLUA_PLAYERINVENTORY_041	Banana Peel Left by a Zombie Lupin	殭屍猴子留下的香蕉皮	ゾンビルパンが残したバナナの皮
MLUA_PLAYERINVENTORY_042	Jr. Necki Skin	小青蛇的皮	ジュニアネッキーの皮
MLUA_PLAYERINVENTORY_043	Ligator Skin	鱷魚的皮	リゲーターの皮
MLUA_PLAYERINVENTORY_044	Croco Skin	克羅克的皮	クロコの皮
MLUA_PLAYERINVENTORY_045	Swamp Mudmonster's Mud	沼澤泥怪的泥巴	沼泥モンスターの泥
MLUA_PLAYERINVENTORY_046	Sprout Mudmonster's Sprout	新芽泥怪的新芽	新芽泥モンスターの新芽
MLUA_PLAYERINVENTORY_047	Mellody's Broom	梅洛蒂的掃帚	メロディのほうき
MLUA_PLAYERINVENTORY_048	Stirge Wing	吸血蝙蝠的翅膀	スタージの翼
MLUA_PLAYERINVENTORY_049	Jr. Wraith's Bone	小幽靈的骨頭	ジュニアレイスの骨
MLUA_PLAYERINVENTORY_050	Wraith's Bone	幽靈的骨頭	レイスの骨
MLUA_PLAYERINVENTORY_051	Skeledog's Bone	骷髏狗的骨頭	スケルドッグの骨
MLUA_PLAYERINVENTORY_052	Mummydog's Bandage	木乃伊狗的繃帶	マミードッグの包帯
MLUA_PLAYERINVENTORY_053	Shadow Dueler's Crystal	暗影決鬥者的結晶	シャドウデュエラーの結晶
MLUA_PLAYERINVENTORY_054	Giant Shadow's Shard	巨大暗影的碎片	ジャイアントシャドウの破片
MLUA_PLAYERINVENTORY_055	Shadow Blade's Shadow Orb	暗影之刃的暗影珠	シャドウブレードの影の玉
MLUA_PLAYERINVENTORY_056	Oda Army Scout's Iron Plate	織田軍偵察兵的鐵板	織田軍偵察兵の鉄板
MLUA_PLAYERINVENTORY_057	Star Pixie's Star Fragment	星光精靈的星星碎片	スターピクシーの星のかけら
MLUA_PLAYERINVENTORY_058	Luna Pixie's Moon Fragment	月光精靈的月亮碎片	ルナピクシーの月のかけら
MLUA_PLAYERINVENTORY_059	Nependeath Seed	奈本德斯的種子	ネペンデスの種
MLUA_PLAYERINVENTORY_060	Luster Pixie's Shining Wing	光輝精靈的閃亮翅膀	ラスターピクシーの輝く羽
MLUA_PLAYERINVENTORY_061	Ghost Pixie's Translucent Fragment	幽靈精靈的透明碎片	ゴーストピクシーの透明なかけら
MLUA_PLAYERINVENTORY_062	Dark Nependeath Seed	黑暗奈本德斯的種子	ダークネペンデスの種
MLUA_PLAYERINVENTORY_063	Giant Nependeath Seed	巨大奈本德斯的種子	巨大ネペンデスの種
