MLUA_CARDMANAGER_239	Damage +66, hit power increased	傷害 +66，打擊強度增加	ダメージ +66、打撃強度増加
MLUA_CARDMANAGER_240	Damage +114, Targets +1, hit power increased	傷害 +114，攻擊目標 +1，打擊強度增加	ダメージ +114、攻撃対象 +1、打撃強度増加
MLUA_CARDMANAGER_241	Unlocked! (Damage 20/s, 1 target, Accuracy -20%, lasts 3s)	解鎖！(每秒傷害 20，目標 1名，命中 -20%，持續 3秒)	解放！(毎秒ダメージ 20、ターゲット 1体、命中 -20%、持続 3秒)
MLUA_CARDMANAGER_242	Damage/s +10, Targets +1, Accuracy reduction +10%	每秒傷害 +10，攻擊目標 +1，命中降低 +10%	毎秒ダメージ +10、攻撃対象 +1、命中低下 +10%
MLUA_CARDMANAGER_243	Damage/s +20, Accuracy reduction +10%, Duration +1s	每秒傷害 +20，命中降低 +10%，持續 +1秒	毎秒ダメージ +20、命中低下 +10%、持続 +1秒
MLUA_CARDMANAGER_244	Damage/s +10, Accuracy reduction +10%	每秒傷害 +10，命中降低 +10%	毎秒ダメージ +10、命中低下 +10%
MLUA_CARDMANAGER_245	Damage/s +30, Targets +1, Accuracy reduction +10%, Duration +1s	每秒傷害 +30，攻擊目標 +1，命中降低 +10%，持續 +1秒	毎秒ダメージ +30、攻撃対象 +1、命中低下 +10%、持続 +1秒
MLUA_CARDMANAGER_246	Unlocked! (Damage 130, 1 target, Critical Rate +10%)	解鎖！(傷害 130，目標 1名，爆擊率 +10%)	解放！(ダメージ 130、ターゲット 1体、クリティカル率 +10%)
MLUA_CARDMANAGER_247	Damage +20, Critical +5%	傷害 +20，爆擊 +5%	ダメージ +20、クリティカル +5%
MLUA_CARDMANAGER_248	Damage +30, Targets +1, Critical +5%	傷害 +30，攻擊目標 +1，爆擊 +5%	ダメージ +30、攻撃対象 +1、クリティカル +5%
MLUA_CARDMANAGER_249	Damage +60, Critical +5%	傷害 +60，爆擊 +5%	ダメージ +60、クリティカル +5%
MLUA_CARDMANAGER_250	Unlocked! (Damage 100, 2 targets, Meso Drop 100%, Item Drop 50%)	解鎖！(傷害 100，目標 2名，楓幣掉落 100%，道具掉落 50%)	解放！(ダメージ 100、ターゲット 2体、メルドロップ 100%、アイテムドロップ 50%)
MLUA_CARDMANAGER_251	Unlocked! (Damage 150, all landed Mesos explode at once, 5% Meso drop on Basic Attack)	解鎖！(傷害 150，所有落地的楓幣同時爆炸，普通攻擊時楓幣掉落 5%)	解放！(ダメージ 150、落ちたメルがすべて同時に爆発、通常攻撃時メルドロップ 5%)
MLUA_CARDMANAGER_252	Damage +30, Meso drop chance +5%	傷害 +30，楓幣掉落機率 +5%	ダメージ +30、メルドロップ確率 +5%
MLUA_CARDMANAGER_253	Damage +30, Area increased, Meso drop chance +5%	傷害 +30，範圍增加，楓幣掉落機率 +5%	ダメージ +30、範囲増加、メルドロップ確率 +5%
MLUA_CARDMANAGER_254	Unlocked! (Lasts 5s, copies Basic Attacks/Skills at 60% Damage, 1 summon)	解鎖！(持續 5秒，複製普通攻擊/技能傷害 60%，召喚 1體)	解放！(持続 5秒、通常攻撃/スキルを60%のダメージでコピー、召喚 1体)
MLUA_CARDMANAGER_255	Copy Damage +10%	複製傷害 +10%	コピーダメージ +10%
MLUA_CARDMANAGER_256	Duration +1s, Copy Damage +10%	持續 +1秒，複製傷害 +10%	持続 +1秒、コピーダメージ +10%
MLUA_CARDMANAGER_257	Unlocked! (Damage 140, 1 target, Stun 100%, lasts 2s)	解鎖！(傷害 140，目標 1名，暈眩 100%，持續 2秒)	解放！(ダメージ 140、ターゲット 1体、スタン 100%、持続 2秒)
MLUA_CARDMANAGER_258	Unlocked! (Evasion 3%, permanent)	解鎖！(迴避攻擊 3%，永久)	解放！(攻撃回避 3%、永続)
MLUA_CARDMANAGER_259	Evasion +2%	迴避攻擊 +2%	攻撃回避 +2%
MLUA_CARDMANAGER_260	Evasion +3%	迴避攻擊 +3%	攻撃回避 +3%
MLUA_CARDMANAGER_261	Fusion! (Damage 210, 4 targets, 4 hits 30%, Crit +20%)	組合！(傷害 210，目標 4名，4連擊 30%，爆擊 +20%)	組み合わせ！(ダメージ 210、ターゲット 4体、4連撃 30%、クリティカル +20%)
MLUA_CARDMANAGER_262	Fusion! (Damage 200, 2 shots, Pierces 4 at 50/40/30/20%)	組合！(傷害 200，2發，穿透 4隻 50/40/30/20%)	組み合わせ！(ダメージ 200、2発、貫通 4体 50/40/30/20%)
MLUA_CARDMANAGER_263	Damage +20, pierce ratio +10%p	傷害 +20，穿透比例 +10%p	ダメージ +20、貫通倍率 +10%p
MLUA_CARDMANAGER_264	Fusion! (Damage 160, 3 targets, Bind 2s, extra hit on release 30~100%)	組合！(傷害 160，目標 3名，束縛 2秒，解除時追加攻擊 30~100%)	組み合わせ！(ダメージ 160、ターゲット 3体、バインド 2秒、解除時に追加攻撃 30~100%)
MLUA_CARDMANAGER_265	Fusion! (Damage 280, 2 targets, Storm 2s — 30% on contact)	組合！(傷害 280，目標 2名，風暴 2秒 — 接觸時 30%)	組み合わせ！(ダメージ 280、ターゲット 2体、ストーム 2秒 — 接触時 30%)
MLUA_CARDMANAGER_266	Damage +20, Storm Damage +10%p	傷害 +20，風暴傷害 +10%p	ダメージ +20、ストームダメージ +10%p
MLUA_CARDMANAGER_267	Fusion! (Damage 220, 2 targets, splits into 5 at 80%)	組合！(傷害 220，目標 2名，分裂 5個 80%)	組み合わせ！(ダメージ 220、ターゲット 2体、5個に分裂 80%)
MLUA_CARDMANAGER_268	Damage +20, Split Damage +10%p	傷害 +20，分裂傷害 +10%p	ダメージ +20、分裂ダメージ +10%p
MLUA_CARDMANAGER_269	Fusion! (Damage 160, lasts 3s, explodes on expiry 40%)	組合！(傷害 160，持續 3秒，消失時爆炸 40%)	組み合わせ！(ダメージ 160、持続 3秒、消滅時に爆発 40%)
MLUA_CARDMANAGER_270	Damage +20, Explosion Damage +10%p	傷害 +20，爆炸傷害 +10%p	ダメージ +20、爆発ダメージ +10%p
MLUA_CARDMANAGER_271	Fusion! (Damage 220, 1 target AoE, Stun 2s 100%)	組合！(傷害 220，目標 1名範圍，暈眩 2秒 100%)	組み合わせ！(ダメージ 220、ターゲット 1体・範囲、スタン 2秒 100%)
MLUA_CARDMANAGER_272	Unlocked! (10% chance on Basic Attack for an extra 100% attack, permanent)	解鎖！(普通攻擊時 10%機率追加攻擊 100%，永久)	解放！(通常攻撃時 10%の確率で追加攻撃 100%、永続)
MLUA_CARDMANAGER_273	Trigger chance +5%, extra attack Damage +20%	發動機率 +5%，追加攻擊傷害 +20%	発動確率 +5%、追加攻撃ダメージ +20%
MLUA_CARDMANAGER_274	Damage +3%	傷害 +3%	与ダメージ +3%
MLUA_CARDMANAGER_275	Damage +4%	傷害 +4%	与ダメージ +4%
