MLUA_CARDMANAGER_099	Damage +50, New: Knockback effect	傷害 +50，新增擊退效果	ダメージ +50、ノックバック効果を新規獲得
MLUA_CARDMANAGER_100	Unlocked! (Damage 75, 2 targets, Bind 1s)	解鎖！(傷害 75，目標 2名，束縛 1秒)	解放！(ダメージ 75、ターゲット 2体、バインド 1秒)
MLUA_CARDMANAGER_101	Targets +1, Bind duration increased	攻擊目標 +1，束縛持續時間增加	攻撃対象 +1、バインド持続時間増加
MLUA_CARDMANAGER_102	Unlocked! (Damage 120, 1 target, Freeze Stack +1)	解鎖！(傷害 120，目標 1名，冰凍層數 +1)	解放！(ダメージ 120、ターゲット 1体、凍結スタック +1)
MLUA_CARDMANAGER_103	Unlocked! (Damage 350, AoE, 3 hits, Stun 40% 3s)	解鎖！(傷害 350，範圍攻擊，3連擊，暈眩 40% 3秒)	解放！(ダメージ 350、範囲攻撃、3連撃、スタン 40% 3秒)
MLUA_CARDMANAGER_104	Damage +88, Targets +1	傷害 +88，攻擊目標 +1	ダメージ +88、攻撃対象 +1
MLUA_CARDMANAGER_105	Damage +87, Stun chance +10%	傷害 +87，暈眩機率 +10%	ダメージ +87、スタン確率 +10%
MLUA_CARDMANAGER_106	Unlocked! (Damage 250, 3 targets, Slow, Freeze Stack 2)	解鎖！(傷害 250，目標 3名，緩速，冰凍層數 2)	解放！(ダメージ 250、ターゲット 3体、スロー、凍結スタック 2)
MLUA_CARDMANAGER_107	Damage +50, Targets +1	傷害 +50，攻擊目標 +1	ダメージ +50、攻撃対象 +1
MLUA_CARDMANAGER_108	Unlocked! (Damage taken -5%, permanent)	解鎖！(受到傷害 -5%，永久)	解放！(被ダメージ -5%、永続)
MLUA_CARDMANAGER_109	Damage reduction +2%	傷害減免 +2%	ダメージ軽減量 +2%
MLUA_CARDMANAGER_110	Damage reduction +3%	傷害減免 +3%	ダメージ軽減量 +3%
MLUA_CARDMANAGER_111	Unlocked! (Damage 300, chains 3, Critical +20%, last strike +50%)	解鎖！(傷害 300，連鎖 3名，爆擊 +20%，最後一擊 +50%)	解放！(ダメージ 300、連鎖 3体、クリティカル +20%、最後の着弾 +50%)
MLUA_CARDMANAGER_112	Damage +50, chain targets +1, last strike bonus +10%	傷害 +50，連鎖目標 +1，最後一擊加成 +10%	ダメージ +50、連鎖対象 +1、最後の着弾ボーナス +10%
MLUA_CARDMANAGER_113	Unlocked! (Damage 300, AoE + Pierce, Bleed, Knockback)	解鎖！(傷害 300，範圍+穿透，流血，擊退)	解放！(ダメージ 300、範囲+貫通、出血、ノックバック)
MLUA_CARDMANAGER_114	Unlocked! (Damage 400, fixed AoE, 25% chance of 2 hits)	解鎖！(傷害 400，固定範圍，25%機率 2連擊)	解放！(ダメージ 400、固定範囲、25%の確率で2連撃)
MLUA_CARDMANAGER_115	Damage +50, 2-hit chance +5%	傷害 +50，2連擊機率 +5%	ダメージ +50、2連撃確率 +5%
