MLUA_UICOMPOSEPOPUP_005	This equipment is already in use. Please choose again.	此裝備已被使用，請重新選擇。	すでに使用された装備です。もう一度選んでください。
MLUA_UICOMPOSEPOPUP_006	Synthesis successful!	合成成功！	合成成功！
MLUA_UIEQUIPPEDGEARPANEL_003	Cash Items	現金道具	キャッシュアイテム
MLUA_UIEQUIPPEDGEARPANEL_004	View Equipment	查看裝備	装備を見る
MLUA_UIEQUIPPOPUP_001	No item description has been added yet.	尚未登錄道具說明。	アイテムの説明はまだ登録されていません。
MLUA_UIEQUIPPOPUP_002	Unequip	卸下	装備解除
MLUA_UIEQUIPPOPUP_003	Equip	穿戴	装備
MLUA_UIINVENTORY_001	Sell	販售	売却する
MLUA_UIINVENTORY_002	Sell	販售	売却
MLUA_UIINVENTORY_003	Are you sure you want to sell?	確定要販售嗎？	本当に売却しますか？
MLUA_UIINVENTORY_004	Sell %d selected item(s)⏎and receive %s Gold.⏎Sold equipment can't be recovered.	販售選擇的 %d 件裝備，⏎獲得 %s 金幣。⏎販售的裝備無法復原。	選択した装備%d個を売却し、⏎%sゴールドを受け取ります。⏎売却した装備は元に戻せません。
MLUA_UIINVENTORY_005	Expanding the %s tab by 5 slots⏎requires %s Diamonds.⏎Owned: %s	將 %s 欄位增加5格⏎需要 %s 個鑽石。⏎目前持有：%s 個	%s欄を5枠拡張するにはダイヤ%s個が⏎必要です。⏎現在の所持数：%s個
MLUA_UIINVENTORY_006	Expand your inventory?	確定要擴充背包嗎？	インベントリを拡張しますか？
MLUA_UIINVENTORY_007	Use %s Diamonds to expand the %s tab by 5 slots.⏎Expanded slots can't be undone.	使用 %s 個鑽石將 %s 欄位增加5格。⏎擴充的欄位無法復原。	ダイヤ%s個を使って%s欄を5枠拡張します。⏎拡張した枠は元に戻せません。
MLUA_UIUSEPOPUP_001	Use Item	使用道具	アイテム使用
MLUA_UIUSEPOPUP_002	Use this item?	確定要使用嗎？	使用しますか？
MLUA_UIUSEPOPUP_003	Use	使用	使用
MLUA_UIUSEPOPUP_004	Cancel	取消	キャンセル
MLUA_WEAPONTIERDATALOGIC_001	ATK +{P}%	攻擊力增加 {P}%	攻撃力 {P}%増加
MLUA_WEAPONTIERDATALOGIC_002	Critical Rate +{P}%	爆擊率增加 {P}%	クリティカル率 {P}%増加
MLUA_WEAPONTIERDATALOGIC_003	Critical Damage +{P}%	爆擊傷害增加 {P}%	クリティカルダメージ {P}%増加
MLUA_WEAPONTIERDATALOGIC_004	Max HP +{P}%	最大體力增加 {P}%	最大HP {P}%増加
MLUA_WEAPONTIERDATALOGIC_005	Skill Cooldown -{P}%	技能冷卻時間減少 {P}%	スキルクールタイム {P}%減少
MLUA_WEAPONTIERDATALOGIC_006	A little more useful than a tree branch.	比樹枝稍微好用一點。	木の枝よりは少し役に立つ。
MLUA_WEAPONTIERDATALOGIC_007	Finally, a weapon worthy of a mage.	終於拿到像樣的魔法師武器了。	ようやく魔法使いらしい武器を手にした。
