MLUA_ERRORCODEENUM_032	The number of synthesis materials is incorrect.	合成材料數量不符。	合成素材の数が合いません。
MLUA_ERRORCODEENUM_033	Equipped items can't be used as materials.	穿戴中的裝備無法作為材料。	装備中の装備は素材として使えません。
MLUA_ERRORCODEENUM_034	Already at the max enhancement level.	已達最大強化階段。	すでに最大強化段階です。
MLUA_ERRORCODEENUM_035	Not enough Gold.	金幣不足。	ゴールドが足りません。
MLUA_ERRORCODEENUM_036	Couldn't process the request. (Code %d)	無法處理請求。(代碼 %d)	リクエストを処理できませんでした。(コード %d)
MLUA_GACHAUI_003	Skill	技能	スキル
MLUA_GACHAUI_004	Relic	遺物	遺物
MLUA_GACHAUI_010	Rare	稀有	レア
MLUA_GACHAUI_011	Magic	魔法	マジック
MLUA_GACHAUI_012	Common	一般	一般
MLUA_GACHAUI_013	Skill Drop Rates	技能獲得機率	スキル獲得確率
MLUA_GACHAUI_014	Relic Drop Rates	遺物獲得機率	遺物獲得確率
MLUA_GACHAUI_018	Paid draws are unavailable due to the policy of your region	依據所在地區的政策，無法使用付費抽取	お住まいの地域のポリシーにより、有料ガチャはご利用いただけません
MLUA_GAMEMANAGER_029	Nine-Tailed Fox	九尾狐	九尾狐
MLUA_GAMEMANAGER_034	All enemies frozen!	所有敵人冰凍！	すべての敵を凍結！
MLUA_GAMEMANAGER_035	Scarecrow summoned!	召喚稻草人！	かかしを召喚！
MLUA_GAMEMANAGER_036	Tornado unleashed!	龍捲風發生！	竜巻発生！
MLUA_GAMEOVERUI_002	Continue	繼續	コンティニュー
MLUA_GEARGRADEENUM_001	Normal	普通	ノーマル
MLUA_GEARGRADEENUM_002	Epic	史詩	エピック
MLUA_GEARGRADEENUM_003	Unique	獨特	ユニーク
MLUA_GEARGRADEENUM_004	Legendary	傳說	レジェンダリー
MLUA_IDLEREWARDLOGIC_001	Cloud Garden	雲之庭園	雲の庭園
MLUA_IDLEREWARDLOGIC_002	El Nath Mountains	冰原雪域山脈	エルナス山脈
MLUA_IDLEREWARDLOGIC_003	Village of Beginnings	起源之村	はじまりの村
MLUA_IDLEREWARDUI_001	%dh %02dm %02ds	%d小時 %02d分 %02d秒	%d時間 %02d分 %02d秒
