MLUA_WEAPONTIERDATALOGIC_053	The name is cute, but the gloves are powerful.	名字很可愛，但手套很強大。	名前はかわいいが、手袋は強力だ。
MLUA_WEAPONTIERDATALOGIC_054	A plain silver ring. No one knows who made it.	不知是誰打造的平凡銀戒指。	誰が作ったのかもわからない、素朴な銀の指輪。
MLUA_WEAPONTIERDATALOGIC_055	They say a sliver of dawn light was set into it.	據說鑲入了一片黎明之光。	夜明けの光をひとかけら埋め込んだという。
MLUA_WEAPONTIERDATALOGIC_056	Like a flower that blooms in winter, frozen in place.	彷彿將冬天綻放的花朵原封不動地凝固起來。	冬に咲く花をそのまま固めたかのようだ。
MLUA_WEAPONTIERDATALOGIC_057	A promise to protect, left behind in the shape of a ring.	守護的承諾化作了戒指的形狀留了下來。	守るという約束が指輪の形で残った。
MLUA_WEAPONTIERDATALOGIC_058	Too hard to be a tear shed by the Fairy Queen.	說是妖精女王流下的眼淚，未免也太堅硬了。	妖精の女王が流した涙にしては硬すぎる。
MLUA_WEAPONTIERDATALOGIC_059	Stare into it, and something stares back.	凝視它時，另一邊也在看著你。	のぞき込むと、向こうもこちらを見ている。
MLUA_WEAPONTIERDATALOGIC_060	Worn out, but better than nothing.	雖然老舊，但總比沒有好。	古いが、ないよりはましだ。
MLUA_WEAPONTIERDATALOGIC_061	Just looking at it puts your mind a little at ease.	光是看著就讓人稍微安心。	見ているだけで少し心が落ち着く。
MLUA_WEAPONTIERDATALOGIC_062	Looks like it could let you fly, but it can't.	看起來好像能飛上天，但其實不能。	空を飛べそうだが、飛べない。
MLUA_WEAPONTIERDATALOGIC_063	It's black, so it goes with anything.	是黑色的，所以百搭。	黒なので何にでもよく合う。
MLUA_WEAPONTIERDATALOGIC_064	A cape that seems wrapped in crimson wings.	彷彿披著紅色羽翼的披風。	赤い翼をまとったようなマント。
MLUA_WEAPONTIERDATALOGIC_065	It's blue, so it looks rather cool.	是藍色的，看起來挺涼爽的。	青いので、なかなか涼しげに見える。
MLUA_WEAPONTIERDATALOGIC_066	Wooden Staff	木製法杖	木の杖
MLUA_WEAPONTIERDATALOGIC_067	Arc Staff	弧光法杖	アークスタッフ
MLUA_WEAPONTIERDATALOGIC_068	ATK	攻擊力	攻撃力
MLUA_WEAPONTIERDATALOGIC_069	Evil Wings	邪惡之翼	イビルウィングス
MLUA_WEAPONTIERDATALOGIC_070	Lv.3 Thunder Bolt after defeating 100 enemies	擊敗100個敵人後獲得 Lv.3 雷電術	敵を100体倒すと Lv.3 サンダーボルト
MLUA_WEAPONTIERDATALOGIC_071	Lv.3 Thunder Cutter after defeating 100 enemies	擊敗100個敵人後獲得 Lv.3 雷刃	敵を100体倒すと Lv.3 サンダーカッター
MLUA_WEAPONTIERDATALOGIC_072	Lv.3 Energy Bolt after defeating 100 enemies	擊敗100個敵人後獲得 Lv.3 能量彈	敵を100体倒すと Lv.3 エナジーボルト
MLUA_WEAPONTIERDATALOGIC_073	Lv.3 Pepe after defeating 100 enemies	擊敗100個敵人後獲得 Lv.3 佩佩	敵を100体倒すと Lv.3 ペペ
MLUA_WEAPONTIERDATALOGIC_074	Kage	影杖	ケイグ
MLUA_WEAPONTIERDATALOGIC_075	Dragon Staff	龍之法杖	ドラゴンスタッフ
MLUA_WEAPONTIERDATALOGIC_076	Cooldown	冷卻時間	クールタイム
MLUA_WEAPONTIERDATALOGIC_077	Jaihin Staff	賈伊欣法杖	ジャイヒンスタッフ
MLUA_WEAPONTIERDATALOGIC_078	Lv.5 Thunder Bolt	Lv.5 雷電術	Lv.5 サンダーボルト
MLUA_WEAPONTIERDATALOGIC_079	Lv.5 Thunder Cutter	Lv.5 雷刃	Lv.5 サンダーカッター
MLUA_WEAPONTIERDATALOGIC_080	Lv.5 Energy Bolt	Lv.5 能量彈	Lv.5 エナジーボルト
MLUA_WEAPONTIERDATALOGIC_081	Lv.5 Pepe	Lv.5 佩佩	Lv.5 ペペ
MLUA_WEAPONTIERDATALOGIC_082	Nameless Silver Ring	無名的銀戒指	名もなき銀の指輪
MLUA_WEAPONTIERDATALOGIC_083	Golden Ring of Dawn	黎明的金戒指	夜明けの金の指輪
MLUA_WEAPONTIERDATALOGIC_084	Frostflower Ring	霜花戒指	霜花の指輪
MLUA_WEAPONTIERDATALOGIC_085	Angel's Oath	天使的誓言	天使の誓い
MLUA_WEAPONTIERDATALOGIC_086	Fairy Queen's Tear	妖精女王的眼淚	妖精女王の涙
MLUA_WEAPONTIERDATALOGIC_087	Eye of the Abyss	深淵之瞳	深淵の瞳
MLUA_WEAPONTIERDATALOGIC_088	War Bow	戰鬥之弓	ウォーボウ
MLUA_WEAPONTIERDATALOGIC_089	Red Viper	赤色毒蛇	レッドバイパー
MLUA_WEAPONTIERDATALOGIC_090	Basic Attack Damage +{P}%	普通攻擊傷害增加 {P}%	通常攻撃ダメージ {P}%増加
MLUA_WEAPONTIERDATALOGIC_091	Phoenix Bow	鳳凰衛弓	鳳凰衛弓
